Race,Category,Short Description,Size,Type,Subtype,HD,Land,Burrow,Climb,Fly,Maneuver,Swim,Natural Armor,Natural Attacks,Special Attacks,Spell-like abilities,Psionic abilities,Other Special Abilities,LowLight Vision,Darkvision,Other Senses,Immunities,Vulnerabilities,Energy Resistance,Spell Resistance,Damage Reduction,Fast Healing,Bonus Essentia,Other Special Qualities,Str,Dex,Con,Int,Wis,Cha,StrAdj,DexAdj,ConAdj,IntAdj,WisAdj,ChaAdj,Racial Skills,Racial Weapon Familiarity,Racial Weapon Proficiency,Bonus Feat(s),Automatic Languages,Bonus Languages,Dragonlance Languages,CR Adj.,Alignment,Level Adj.,Favored Class,Base Age,Height,Weight,Special Qualities,,Familiar Level,Companion Level,Familiar Type,Companion  Type,Wildshape Special,Special,Index,Species,Src,Pg,AltSrc
"Dragon, Gold",Base,,,Dragon,,,,,,,,,,fire,cone,,,,,,,fire,,fire,,,,,,,,,,,,,,,,,,,,,,,,,,Lawful Good,-,,,,,,,14,,Dragon,,Dragon,"color=gold;DrShSkill=Disguise, Heal, Swim;DrShAdaptation=Water Breathing (Ex);",,Metallic,MM,84,
"Dragon, Green",Base,,,Dragon,Air,,,,,,,,,acid,cone,,,,,,,acid,,acid,,,,,,,,,,,,,,,,,,,,,,,,,2,Lawful Evil,-,,,,,,,9,,Dragon,,Dragon,"color=green;DrShSkill=Bluff, Hide, Move Silently;DrShAdaptation=Water Breathing (Ex);SpawnStr=2;SpawnCon=2;SpawnCha=2;SpawnCR=2;SpawnLA=2;",,Chromatic,MM,74,
"Dragon, Howling",Base,,,Dragon,Extraplanar,,,,,,,,,,,,,,,,,sonic,,sonic,,,,,,,,,,,,,,,,,,,,,,,,,,Chaotic Evil,-,,,,,,,,,,,,color=purple;,,Planar,Dr,180,
"Dragon, Iron",Base,,,Dragon,,,,,,,,,,,,,,,,,,fire,,electricity,,,,,,,,,,,,,,,,,,,,,,,,,,Lawful Neutral,-,,,,,,,,,,,,color=iron;,,Ferreous,DMag,,
"Dragon, Li Lung",Base,,,Dragon,,,,10,,,,,,,,,,,,,,earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,-,,,,,,,,,,,,color=;,,Lung,OA,156,
"Dragon, Lung Wang",Base,,,Dragon,,,,,,,,,,,,,,,,,,fire,,fire,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,-,,,,,,,,,,,,color=;,,Lung,OA,157,
"Dragon, Nickel",Base,,,Dragon,,,,,,,,,,,,,,,,,,acid,,acid,,,,,,,,,,,,,,,,,,,,,,,,,,Lawful Evil,-,,,,,,,,,,,,color=nickel;,,Ferreous,DMag,356,
"Dragon, Oceanus",Base,,,Dragon,"Aquatic,Extraplanar",,,,,,,,,,,,,,,,,electricity,,electricity,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral Good,-,,,,,,,,,,,,color=;,,Planar,Dr,181,
"Dragon, Pan Lung",Base,,,Dragon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,-,,,,,,,,,,,,color=;,,Lung,OA,158,
"Dragon, Platinum",Base,,,Dragon,,,,,,,,,,,,,,,,,,any one energy type,,any one energy type,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,color=platinum;,,Ferreous,DMag,356,
"Dragon, Prismatic",Base,,,Dragon,,,,,,,,,,,,,,,,,,"blindness,light",,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,-,,,,,,,,,,,,,,Epic,ELH,,
"Dragon, Pyroclastic",Base,,,Dragon,Extraplanar,,,,,,,,,,,,,,,,,fire or sonic,,fire and sonic,,,,,,,,,,,,,,,,,,,,,,,,,,Lawful,-,,,,,,,,,,,,color=orange;,,Planar,Dr,182,
"Dragon, Radiant",Base,,,Dragon,Extraplanar,,,,,,,,,,,,,,,,,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lawful Good,-,,,,,,,,,,,,color=gold;,,Planar,Dr,185,
"Dragon, Red",Base,,,Dragon,Fire,,,,,,,,,fire,cone,,,,,,,fire,,fire,,,,,,,,,,,,,,,,,,,,,,,,,3,Chaotic Evil,-,,,,,,,12,,Dragon,,Dragon,"color=red;DrShSkill=Appraise, Bluff, Jump;DrShAdaptation=Treasure Seeker (Ex);SpawnStr=8;SpawnDex=2;SpawnCon=4;SpawnInt=2;SpawnWis=2;SpawnCha=4;SpawnCR=3;SpawnLA=4;",,Chromatic,MM,75,
"Dragon, Rust",Base,,,Dragon,Extraplanar,,,,,,,,,,,,,,,,,acid,,acid,,,,,,,,,,,,,,,,,,,,,,,,,,Lawful,-,,,,,,,,,,,,color=rust;,,Planar,Dr,186,
"Dragon, Sand",Base,,,Dragon,,,,,,,,,,,,,,,,,,fire,,fire,,,,,,,,,,,,,,,,,,,,,,,,,,Chaotic Neutral,-,,,,,,,,,,,,,,Independant,Sand,152,
"Dragon, Sapphire",Base,,,Dragon,Earth,,,,,,,,,,,,,,,,,electricity,,sonic,,,,,,,,,,,,,,,,,,,,,,,,,,Lawful Neutral,-,,,,,,,,,,,,color=blue;,,Gem,MM2,84,
"Dragon, Sea",Base,,,Dragon,"Aquatic, Water",,,,,,,,,,,,,,,,,fire,,fire,,,,,,,,,,,,,,,,,,,,,,,,,2,Neutral Evil,-,,,,,,,,,,,,SpawnStr=6;SpawnCon=4;SpawnWis=2;SpawnCha=4;SpawnCR=2;SpawnLA=2;,,Dragonlance,BoK,,
"Dragon, Shadow",Base,,,Dragon,Shadow,,,,,,,,,,,,,,,,,energy drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaotic Evil,-,,,,,,,,,,,,color=translucent;,,Faerunian,MoF,191,Dr
"Dragon, Shen Lung",Base,,,Dragon,,,,,,,,,,,,,,,,,,cold,,electricity,,,,,,,,,,,,,,,,,,,,,,,,,,Lawful Good,-,,,,,,,,,,,,,,Lung,OA,159,
"Dragon, Silver",Base,,,Dragon,,,,,,,,,,cold,cone,,,,,,,cold,,cold,,,,,,,,,,,,,,,,,,,,,,,,,,Lawful Good,-,,,,,,,12,,Dragon,,Dragon,"color=silver;DrShSkill=Bluff, Disguise, Jump;DrShAdaptation=Feather Fall (Sp);",,Metallic,MM,86,
"Dragon, Song",Base,,,Dragon,Electricity,,,,,,,,,,,,,,,,,electricity,,electricity,,,,,,,,,,,,,,,,,,,,,,,,,,Chaotic Neutral,-,,,,,,,,,,,,color=silver-blue;,,Faerunian,MoF,44,
"Dragon, Styx",Base,,,Dragon,"Aquatic,Extraplanar",,,,,,,,,,,,,,,,,"disease, poison",,acid,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral Evil,-,,,,,,,,,,,,color=brown;,,Planar,Dr,187,
"Dragon, Tarterian",Base,,,Dragon,Extraplanar,,,,,,,,,,,,,,,,,force,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaotic Evil,-,,,,,,,,,,,,color=olive green;,,Planar,Dr,189,
"Dragon, T'ien Lung",Base,,,Dragon,,,,,,,,,,,,,,,,,,fire,,fire,,,,,,,,,,,,,,,,,,,,,,,,,,Lawful Neutral,-,,,,,,,,,,,,,,Lung,OA,161,
"Dragon, Topaz",Base,,,Dragon,Water,,,,,,,,,,,,,,,,,cold,,cold,,,,,,,,,,,,,,,,,,,,,,,,,,Chaotic Neutral,-,,,,,,,,,,,,color=yellow;,,Gem,MM2,85,
"Dragon, Tun Mi Lung",Base,,,Dragon,,,,,,,,,,,,,,,,,,electricity,,electricity,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral Evil,-,,,,,,,,,,,,,,Lung,OA,162,
"Dragon, Tungsten",Base,,,Dragon,,,,,,,,,,,,,,,,,,fire,,fire,,,,,,,,,,,,,,,,,,,,,,,,,,Lawful Good,-,,,,,,,,,,,,,,Ferreous,DMag,356,
"Dragon, White",Base,,,Dragon,Cold,,,,,,,,,cold,cone,,,,,,,cold,,cold,,,,,,,,,,,,,,,,,,,,,,,,,1,Chaotic Evil,-,,,,,,,7,,Dragon,,Dragon,"color=white;DrShSkill=Hide, Move Silently, Swim;DrShAdaptation=Icewalker (Ex);SpawnDex=2;SpawnCon=2;SpawnCR=1;SpawnLA=1;",,Chromatic,MM,77,
"Dragon, Yu Lung",Base,,,Dragon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,-,,,,,,,,,,,,,,Lung,OA,154,
Eagle,,,Small,Animal,,1,10,,,80,average,,1,"Talons+5+0+1,Bite+5+0+0",,,,,,,,,,,,,,,,10,15,12,2,14,6,,,,,,,,,,,,,,,,-,,,,,,,,1,,,,,,,MM,272,
"Eagle, Giant",,,Large,Magical Beast,,4,10,,,80,average,,3,"2 Claws+4+0+1,Bite+5+0+0",,,,,,,,,,,,,,,,18,17,12,10,14,10,,,,,,,,,,,,,,,,-,,,,,,,,7,,Exalted,Exalted,,,,MM,93,
"Eladrin, Coure",,,Tiny,Outsider,Eladrin,0,20,,,60,perfect,,4,;,,,,,,,,"electricity,petrification",,"acid 10, cold 10",,,,,,6,24,12,12,10,14,,,,,,,,,,Weapon Finesse;,,,,,Chaotic Good,-,,,,,Alternate form;Magic circle against evil;Tongues,,7,,Celestial,,,,,,BoED,168,
Elasmosaurus,,,Huge,Animal,,10,10,,,,,50,3,Bite+14+0+2,,,,,,,,,,,,,,,,26,14,22,2,13,9,,,,,,,,,,,,,,,,-,,,,,,,,7,,,,,,Dinosaur,MM,60,
"Elemental, Air(Elder)",Elder,,Huge,Elemental,"Air, Extraplanar",24,,,,100,perfect,,8,2 Slams+14+0+1,Air Mastery (Ex);Whirlwind (Su),,,,,60,,,,,,10/-,,,,22,33,18,10,11,11,,,,,,,Listen;Spot,,,Improved Initiative; Weapon Finesse,Auran,,,11,Neutral,-,,,,,Air mastery;Whirlwind;Elemental traits,,,,,,,,,,MM,95,PlH
"Elemental, Air(Greater)",Greater,,Huge,Elemental,"Air, Extraplanar",21,,,,100,perfect,,8,2 Slams+14+0+1,Air Mastery (Ex);Whirlwind (Su),,,,,60,,,,,,10/-,,,,20,31,18,8,11,11,,,,,,,Listen;Spot,,,Improved Initiative; Weapon Finesse,Auran,,,9,Neutral,-,,,,,Air mastery;Whirlwind;Elemental traits,,,,,,,,,,MM,95,PlH
"Elemental, Air(Huge)",Huge,,Huge,Elemental,"Air, Extraplanar",16,,,,100,perfect,,4,2 Slams+14+0+1,Air Mastery (Ex);Whirlwind (Su),,,,,60,,,,,,5/-,,,,18,29,18,6,11,11,,,,,,,Listen;Spot,,,Improved Initiative; Weapon Finesse,Auran,,,7,Neutral,-,,,,,Air mastery;Whirlwind;Elemental traits,,,16,,Elemental,Elemental,,,,MM,95,PlH
"Elemental, Air(Large)",Large,,Large,Elemental,"Air, Extraplanar",8,,,,100,perfect,,4,2 Slams+14+0+1,Air Mastery (Ex);Whirlwind (Su),,,,,60,,,,,,5/-,,,,14,25,16,6,11,11,,,,,,,Listen;Spot,,,Improved Initiative; Weapon Finesse,Auran,,,5,Neutral,-,,,,,Air mastery;Whirlwind;Elemental traits,,,10,,Elemental,Elemental,,,,MM,95,PlH
"Elemental, Air(Medium)",Medium,,Medium,Elemental,"Air, Extraplanar",4,,,,100,perfect,,3,2 Slams+5+0+1,Air Mastery (Ex);Whirlwind (Su),,,,,60,,,,,,,,,,12,21,14,4,11,11,,,,,,,Listen;Spot,,,Improved Initiative; Weapon Finesse,Auran,,,3,Neutral,-,,,,,Air mastery;Whirlwind;Elemental traits,,,4,,Elemental,Elemental,,,,MM,95,PlH
"Elemental, Air(Small)",Small,,Small,Elemental,"Air, Extraplanar",2,,,,100,perfect,,3,2 Slams+5+0+1,Air Mastery (Ex);Whirlwind (Su),,,,,60,,,,,,,,,,10,17,10,4,11,11,,,,,,,Listen;Spot,,,Improved Initiative; Weapon Finesse,Auran,,,1,Neutral,-,,,,,Air mastery;Whirlwind;Elemental traits,,5,1,Planar,Elemental,Elemental,,,,MM,95,PlH
"Elemental, Earth(Elder)",Elder,,Huge,Elemental,"Earth, Extraplanar",24,30,,,,,,15,2 Slams+16-1+1,Earth Mastery (Ex);Push (Ex),,,,,60,,,,,,10/-,,,,33,8,21,10,11,11,,,,,,,Listen;Spot,,,,Terran,,,11,Neutral,-,,,,,Earth mastery;Push;Earth Glide;Elemental traits,,,,,,,,,,MM,98,PlH
"Elemental, Earth(Greater)",Greater,,Huge,Elemental,"Earth, Extraplanar",21,30,,,,,,13,2 Slams+16-1+1,Earth Mastery (Ex);Push (Ex),,,,,60,,,,,,10/-,,,,31,8,21,8,11,11,,,,,,,Listen;Spot,,,,Terran,,,9,Neutral,-,,,,,Earth mastery;Push;Earth Glide;Elemental traits,,,,,,,,,,MM,98,PlH
"Elemental, Earth(Huge)",Huge,,Huge,Elemental,"Earth, Extraplanar",16,30,,,,,,11,2 Slams+16-1+1,Earth Mastery (Ex);Push (Ex),,,,,60,,,,,,5/-,,,,29,8,21,6,11,11,,,,,,,Listen;Spot,,,,Terran,,,7,Neutral,-,,,,,Earth mastery;Push;Earth Glide;Elemental traits,,,16,,Elemental,Elemental,,,,MM,98,PlH
"Elemental, Earth(Large)",Large,,Large,Elemental,"Earth, Extraplanar",8,20,,,,,,10,2 Slams+16-1+1,Earth Mastery (Ex);Push (Ex),,,,,60,,,,,,5/-,,,,25,8,19,6,11,11,,,,,,,Listen;Spot,,,,Terran,,,5,Neutral,-,,,,,Earth mastery;Push;Earth Glide;Elemental traits,,,10,,Elemental,Elemental,,,,MM,98,PlH
"Elemental, Earth(Medium)",Medium,,Medium,Elemental,"Earth, Extraplanar",4,20,,,,,,9,2 Slams+6+0+1,Earth Mastery (Ex);Push (Ex),,,,,60,,,,,,,,,,21,8,17,4,11,11,,,,,,,Listen;Spot,,,,Terran,,,3,Neutral,-,,,,,Earth mastery;Push;Earth Glide;Elemental traits,,,4,,Elemental,Elemental,,,,MM,98,PlH
"Elemental, Earth(Small)",Small,,Small,Elemental,"Earth, Extraplanar",2,20,,,,,,7,2 Slams+6+0+1,Earth Mastery (Ex);Push (Ex),,,,,60,,,,,,,,,,17,8,13,4,11,11,,,,,,,Listen;Spot,,,,Terran,,,1,Neutral,-,,,,,Earth mastery;Push;Earth Glide;Elemental traits,,5,1,Planar,Elemental,Elemental,,,,MM,98,PlH
"Elemental, Fire(Elder)",Elder,,Huge,Elemental,"Fire, Extraplanar",24,60,,,,,,8,2 Slams+14+0+1,Burn (Ex),,,,,60,,fire,cold,,,10/-,,,,22,29,18,6,11,11,,,,,,,Listen;Spot,,,,Ignan,,,11,Neutral,-,,,,,Burn;Elemental traits,,,,,,,,,,MM,98,PlH
"Elemental, Fire(Greater)",Greater,,Huge,Elemental,"Fire, Extraplanar",21,60,,,,,,8,2 Slams+14+0+1,Burn (Ex),,,,,60,,fire,cold,,,10/-,,,,20,27,18,6,11,11,,,,,,,Listen;Spot,,,,Ignan,,,9,Neutral,-,,,,,Burn;Elemental traits,,,,,,,,,,MM,98,PlH
"Elemental, Fire(Huge)",Huge,,Huge,Elemental,"Fire, Extraplanar",16,60,,,,,,4,2 Slams+14+0+1,Burn (Ex),,,,,60,,fire,cold,,,5/-,,,,18,25,18,6,11,11,,,,,,,Listen;Spot,,,,Ignan,,,7,Neutral,-,,,,,Burn;Elemental traits,,,16,,Elemental,Elemental,,,,MM,98,PlH
"Elemental, Fire(Large)",Large,,Large,Elemental,"Fire, Extraplanar",8,50,,,,,,4,2 Slams+14+0+1,Burn (Ex),,,,,60,,fire,cold,,,5/-,,,,14,21,16,6,11,11,,,,,,,Listen;Spot,,,,Ignan,,,5,Neutral,-,,,,,Burn;Elemental traits,,,10,,Elemental,Elemental,,,,MM,98,PlH
"Elemental, Fire(Medium)",Medium,,Medium,Elemental,"Fire, Extraplanar",4,50,,,,,,3,2 Slams+5+0+1,Burn (Ex),,,,,60,,fire,cold,,,,,,,12,17,14,4,11,11,,,,,,,Listen;Spot,,,,Ignan,,,3,Neutral,-,,,,,Burn;Elemental traits,,,4,,Elemental,Elemental,,,,MM,98,PlH
"Elemental, Fire(Small)",Small,,Small,Elemental,"Fire, Extraplanar",2,50,,,,,,3,2 Slams+5+0+1,Burn (Ex),,,,,60,,fire,cold,,,,,,,10,13,10,4,11,11,,,,,,,Listen;Spot,,,,Ignan,,,1,Neutral,-,,,,,Burn;Elemental traits,,5,1,Planar,Elemental,Elemental,,,,MM,98,PlH
"Elemental, Water(Elder)",Elder,,Huge,Elemental,"Water, Extraplanar",24,30,,,,,120,9,2 Slams+16-1+1,Water Mastery (Ex);Drench (Ex);Vortex (Su),,,,,60,,,,,,10/-,,,,28,22,21,10,11,11,,,,,,,Listen;Spot,,,,Aquan,,,11,Neutral,-,,,,,Water mastery;Drench;Vortex;Elemental traits,,,,,,,,,,MM,98,PlH
"Elemental, Water(Greater)",Greater,,Huge,Elemental,"Water, Extraplanar",21,30,,,,,120,9,2 Slams+16-1+1,Water Mastery (Ex);Drench (Ex);Vortex (Su),,,,,60,,,,,,10/-,,,,26,20,21,8,11,11,,,,,,,Listen;Spot,,,,Aquan,,,9,Neutral,-,,,,,Water mastery;Drench;Vortex;Elemental traits,,,,,,,,,,MM,98,PlH
"Elemental, Water(Huge)",Huge,,Huge,Elemental,"Water, Extraplanar",16,30,,,,,120,9,2 Slams+16-1+1,Water Mastery (Ex);Drench (Ex);Vortex (Su),,,,,60,,,,,,5/-,,,,24,18,21,6,11,11,,,,,,,Listen;Spot,,,,Aquan,,,7,Neutral,-,,,,,Water mastery;Drench;Vortex;Elemental traits,,,16,,Elemental,Elemental,,,,MM,98,PlH
"Elemental, Water(Large)",Large,,Large,Elemental,"Water, Extraplanar",8,20,,,,,90,9,2 Slams+16-1+1,Water Mastery (Ex);Drench (Ex);Vortex (Su),,,,,60,,,,,,5/-,,,,20,14,19,6,11,11,,,,,,,Listen;Spot,,,,Aquan,,,5,Neutral,-,,,,,Water mastery;Drench;Vortex;Elemental traits,,,10,,Elemental,Elemental,,,,MM,98,PlH
"Elemental, Water(Medium)",Medium,,Medium,Elemental,"Water, Extraplanar",4,20,,,,,90,8,2 Slams+6+0+1,Water Mastery (Ex);Drench (Ex);Vortex (Su),,,,,60,,,,,,,,,,16,12,17,4,11,11,,,,,,,Listen;Spot,,,,Aquan,,,3,Neutral,-,,,,,Water mastery;Drench;Vortex;Elemental traits,,,4,,Elemental,Elemental,,,,MM,98,PlH
"Elemental, Water(Small)",Small,,Small,Elemental,"Water, Extraplanar",2,20,,,,,90,6,2 Slams+6+0+1,Water Mastery (Ex);Drench (Ex);Vortex (Su),,,,,60,,,,,,,,,,14,10,13,4,11,11,,,,,,,Listen;Spot,,,,Aquan,,,1,Neutral,-,,,,,Water mastery;Drench;Vortex;Elemental traits,,5,1,Planar,Elemental,Elemental,,,,MM,98,PlH
Elephant,,,Huge,Animal,,11,40,,,,,,7,"Gore+14+0+2,Slam+5+0+1,2 Stamps+5+0+0,Trample+14+0+2",,,,,,60,,,,,,,,,,30,10,21,2,13,7,,,,,,,,,,,,,,,,-,,,,,,,,13,,,,,,,MM,272,
Elven Hound,,,Medium,Magical Beast,,2,50,,,,,,4,Bite+6+0+2,,,,,normal,,,sleep,,,,,,,,17,17,13,2,12,8,,,,,,,,,,Track;Improved Natural Attack (bite),,,,,Neutral,-,,,,,Scent;Sprint,,,1,,,,,,,RotW,189,
Flying Snake,,,Small,Magical Beast,,1,20,,20,20,average,,3,Bite;,,,,,normal,,,,,,,,,,,6,17,11,1,12,2,,,,,,,,,,Alertness;Weapon Finesse;,,,,,Neutral,-,,,,,Acid Spit;Improved Grab;Constrict;Scent,,3,,Improved,,,,,,RoF,,PGtF
"Formian, Worker",,,Small,Magical Beast,,1,40,,,,,,4,Bite;,,,,,,,,"cold,petrification,poison",,"elecricity 10, fire 10, sonic 10",,,,,,13,14,13,6,10,9,,,,,,,,,,Skill Focus(Craft);,,,,,Lawful Neutral,-,,,,,Cure Serious Wounds;Hive mind;Make Whole,,7,,Improved,,,,,,MM,108,
Fox,,,Small,Animal,,1,40,,,,,,,Bite+5+0+2,,,,,,,,,,,,,,,,11,19,11,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,OA,,
Ghostly Visage,,,Tiny,Undead,"Incorporeal, Symbiont",1,,,,10,perfect,,,,,,,,normal,,,"mind affecting effects, poison, sleep, paralysis, stunning, disease, death effects, necromantic effects, effect that requires a Fortitude save
unless it also works on objects, critical hits, subdual damage, ability damage, ability drain, energy drain, death from massive damage",,,,,,,,-,14,-,12,9,16,,,,,,,,,,Alertness;Iron Will,,,,,Chaotic Evil,-,,,,,Gaze of terror;meld;visage;mind shielding,,7,,Restricted,,,,,,FF,221,HH
Girallon,,,Large,Magical Beast,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,10,,,,,,,MM,126,
Gorgon,,,Large,Magical Beast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,16,,,,,,,MM,137,
Gray Render,,,Large,Magical Beast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,16,,,,,,,MM,138,
Griffon,,,Large,Magical Beast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,7,,,,,,,MM,139,
"Guardinal, Musteval",,,Tiny,Outsider,,0,30,10,,,,,4,Bite;,,,,,,,,"electricity,petrification",,"acid 10, cold 10",,,,,,7,18,12,11,14,13,,,,,,,,,,Weapon Finesse;,,,,,Neutral Good,-,,,,,Focused movement;Resistance to acid 10;Resistance to cold 10;Tongues,,7,,Celestial,,,,,,BoED,174,
Hare,,,Tiny,Animal,,1,40,,,,,,,Bite+5+0+2,,,,,,,,,,,,,,,,1,19,10,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,OA,,
Hawk,,,Tiny,Animal,,1,10,,,60,average,,2,Talons+6+0+2,,,,,,,,,,,,,,,,6,17,10,2,14,6,,,,,,,,,,Weapon Finesse,,,,0,Neutral,-,,,,,Grants +3 bonus to spot in bright light,,1,1,Normal,,,,,,MM,273,
Hell Hound,,,Medium,Magical Beast,,4,40,,,,,,5,Bite;,,,,,normal,,,fire,cold,,,,,,,13,13,13,6,10,6,,,,,,,,,,Improved Initiative;Run;Track;,,,,,Lawful Evil,-,,,,,Breath Weapon;Fiery Bite,,5,,Improved,,,,,,MM,151,CW
Hippogriff,,,Large,Magical Beast,,3,50,,,100,average,,4,2 Claws;Bite;,,,,,,60,,,,,,,,,,18,15,16,2,13,8,,,,,,,,,,Dodge;Wingover;,,,,,Neutral,-,,,,,Scent,,7,4,Improved,,,,,,MM,152,CW
"Horse, Heavy",,,Large,Animal,,,,,,,,,,,,,,,normal,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,1,,,,,,,MM,273,
"Horse, Light",,,Large,Animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,1,,,,,,,MM,273,
Howler,,,Large,Magical Beast,,6,60,,,,,,5,Bite;1d4 Quills;,,,,,,,,,,,,,,,,21,17,15,6,14,8,,,,,,,,,,Alertness;Combat Reflexes;Improved Initiative;,,,,,Chaotic Evil,-,,,,,Quills;Howl,,7,,Improved,,,,,,MM,154,CW
Imp,,,Tiny,Outsider,,3,20,,,50,perfect,,5,Sting,,,,,,60,,poison,,fire 5,,5/good or silver,2,,,10,17,10,10,12,14,,,,,,,,,,Dodge;Weapon Finesse;,,,,,Lawful Evil,-,,,,,Poison;Spell-like abilities;Alternate form,,7,,"Improved, Planar",,,,,,MM,56,PlH
Krenshar,,,Medium,Magical Beast,,2,40,,,,,,3,Bite;2 Claws;,,,,,,60,,,,,,,,,,11,14,11,6,12,13,,,,,,,,,,Multiattack;Track;,,,,,Neutral,-,,,,,Scare;Scent,,3,,Improved,,,,,,MM,163,CW
Leopard,,,Medium,Animal,,3,40,,20,,,,1,"Bite+5+0+1,2 Claws+3+0+0,Rake+3+0+0",,,,,normal,60,,,,,,,,,,16,19,15,2,12,6,,,,,,,,,,,,,,,,-,,,,,,,,4,,,,,,,MM,274,
Lion,,,Large,Animal,,5,40,,,,,,3,"2 Claws+3+0+1,Bite+5+0+0,Rake+3+0+0",,,,,normal,,,,,,,,,,,21,17,15,2,12,6,,,,,,,,,,,,,,,,-,,,,,,,,7,,,,,,,MM,274,
Lizard,,,Tiny,Animal,,0.5,20,,20,,,,0,Bite+6+0+2,,,,,normal,,,,,,,,,,,3,15,10,1,12,2,,,,,,,,,,Weapon Finesse,,,,0,Neutral,-,,,,,,,1,,Normal,,,,,,MM,275,PHB
"Lizard, Monitor",,,Medium,Animal,,3,30,,,,,30,3,Bite+6+0+2,,,,,normal,,,,,,,,,,,17,15,17,1,12,2,,,,,,,,,,,,,,,,-,,,,,,,,4,,,,,,,MM,275,
"Lizard, Spitting Crawler",,,Tiny,Animal,,0.5,20,,20,,,,0,Bite;,,,,,normal,,,,,,,,,,,3,15,10,2,12,2,,,,,,,,,,Weapon Finesse;,,,,,Neutral,-,,,,,Spit Acid,,3,,Improved,,,,,,FRCS,308,PGtF
Lynx,,,Small,Animal,,1,40,,,,,,0,Bite;2 Claws;,,,,,,,,,,,,,,,,7,17,12,2,12,7,,,,,,,,,,Alertness;Weapon Finesse;,,,,,Neutral,-,,,,,Pounce;Scent,,3,,Improved,,,,,,RoF,,PGtF
Megaraptor,,,Large,Animal,,8,60,,,,,,6,"Talons+6+0+1,2 Foreclaws+3+0+0,Bite+5+0+0",,,,,,,,,,,,,,,,21,15,21,2,15,10,,,,,,,,,,,,,,,,-,,,,,,,,10,,,,,,Dinosaur,MM,60,
"Mephit, Air",,,Small,Outsider,,3,30,,,50,perfect,,3,2 claws;,,,,,,,,,,,,5/magic,2,,,10,17,10,6,11,15,,,,,,,,,,Dodge;Improved Initiative;,,,,,Neutral,-,,,,,Breath weapon;Spell-like abilities;Summon mephit,,7,,Planar,,,,,,MM,181,PlH
"Mephit, Dust",,,Small,Outsider,,3,30,,,40,perfect,,3,2 claws;,,,,,,60,,,,,,5/magic,2,,,10,17,10,6,11,15,,,,,,,,,,Dodge;Improved Initiative;,,,,,Neutral,-,,,,,Breath weapon;Spell-like abilities;Summon mephit,,7,,Planar,,,,,,MM,181,PlH
"Mephit, Earth",,,Small,Outsider,,3,30,,,50,average,,6,2 claws;,,,,,,60,,,,,,5/magic,2,,,17,8,13,6,11,15,,,,,,,,,,Power Attack;Toughness;,,,,,Neutral,-,,,,,Breath weapon;Spell-like abilities;Summon mephit;Change size,,7,,Planar,,,,,,MM,182,PlH
"Mephit, Fire",,,Small,Outsider,,3,30,,,50,average,,4,2 claws;,,,,,,60,,fire,cold,,,5/magic,2,,,10,13,10,6,11,15,,,,,,,,,,Dodge;Improved Initiative;,,,,,Neutral,-,,,,,Breath weapon;Spell-like abilities;Summon mephit,,7,,Planar,,,,,,MM,182,PlH
"Mephit, Ice",,,Small,Outsider,,3,30,,,50,perfect,,4,2 claws;,,,,,,60,,cold,fire,,,5/magic,2,,,10,17,10,6,11,15,,,,,,,,,,Dodge;Improved Initiative;,,,,,Neutral,-,,,,,Breath weapon;Spell-like abilities;Summon mephit,,7,,Planar,,,,,,MM,182,PlH
"Mephit, Magma",,,Small,Outsider,,3,30,,,50,average,,4,2 claws;,,,,,,60,,fire,cold,,,5/magic,2,,,10,13,10,6,11,15,,,,,,,,,,Dodge;Improved Initiative;,,,,,Neutral,-,,,,,Breath weapon;Spell-like abilities;Summon mephit,,7,,Planar,,,,,,MM,183,PlH
